wk_subject_id,kanji,primary_meaning,other_meanings,onyomi,kunyomi,nanori,radical_subject_ids,radical_characters,radical_meanings,visually_similar_subject_ids,visually_similar_kanji,meaning_mnemonic,reading_mnemonic,url,wk_level,srs_stage,StrokeImg,extra_reading_mnemonic
562,車,Car,"Automobile, Vehicle",しゃ,くるま,,93,車,Car,"735, 1519, 627, 620, 910, 954","重, 垂, 東, 京, 束, 軍",The radical <radical>car</radical> and the kanji <kanji>car</kanji> are exactly the same.,"When we need to remember the reading しゃ, we use ""shaman"".

There's a <kanji>car</kanji>. It's the nicest car you've ever seen. Exquisite, beautiful. Wouldn't you be surprised to learn it belongs to a <reading>sha</reading>man (しゃ)? Well it does. This shaman charges a premium for his shaman services so he can afford fancy cars like this.",https://www.wanikani.com/kanji/%E8%BB%8A,4,,"<img src=""jisho_strokes_08ECA.png"">","<kanji>Car</kanji> is <reading>くるま</reading> / Kuruma. Your mom has a cool room, so you say ""<reading>Cool Room, Ma</reading> (くるま)."
565,交,Mix,Mingle,こう,"まじ, ま, か",,"8, 68","亠, 父","Lid, Father","1275, 512, 658","絞, 父, 校","You put a <radical>lid</radical> on your <radical>father</radical>. But, he won't taste good alone, so you <kanji>mix</kanji> in some other ingredients. They <kanji>mingle</kanji> inside the pot with him.","With a <kanji>mix</kanji> of your father and other ingredients <kanji>mingl</kanji>ing in your cooking pot, you lift up the lid... your father pops up. Your (kanji) father is <reading>こう</reading>いち?! He stares back at you with a big smile.

""I love mixing in with potatoes and tomatoes,"" your father こういち states. ""Turn up that temperature. I like to mingle with a bit more tingle.""",https://www.wanikani.com/kanji/%E4%BA%A4,5,,"<img src=""jisho_strokes_04EA4.png"">","Who always said not to mix your white and red socks in the laundry? That would be your <reading>Ma</reading> (ま).

交ぜる (<reading>ま</reading>ぜる) - <kanji>To Mix Something</kanji> vs. 交じる (<reading>ま</reading>じる) - <kanji>To Be Mixed</kanji>/.

交わる (<reading>まじ</reading>わる) - You want <kanji>to intersect</kanji> with a group of <reading>mage</reading>s (まじ) because they are shooting magic beams and water beams into the air and that looks fun as you walk past.

酌み交わす (くみ<reading>か</reading>わす) - All the bars are closed so you and your friends are going <kanji>to drink together</kanji> in your <reading>car</reading> (か). You set up a little bar in the back of your car and settle down for some drinks. It's cramped but cosy."
530,代,Substitute,"Replace, Period, Age, Generation","だい, たい","か, かわ, よ, しろ",,"75, 79","ｲ, 弋","Leader, Ceremony",652,付,"The <radical>leader</radical> for the <radical>ceremony</radical> can't come so you need a <kanji>substitute</kanji> to <kanji>replace</kanji> them ASAP!

This kanji has another meaning too. The leader can't come to the ceremony because they forgot what <kanji>period</kanji> of time it was. If they think they're in the wrong <kanji>age</kanji>, they won't come because they're trying to lead some monkeys in the ceremony instead.","The <kanji>substitute</kanji> leader is wearing the wrong color clothes, so you have to <reading>dye</reading> (だい) them, like they did in the olden <kanji>age</kanji>s.",https://www.wanikani.com/kanji/%E4%BB%A3,5,,"<img src=""jisho_strokes_04EE3.png"">","You need something <kanji>to substitute</kanji> for your <reading>ca</reading>r (か). It's getting repaired, so you can't use it now. I guess you can substitute your bike for your car?

代える (<kanji>To Replace Something</kanji>) vs. 代わる (<kanji>To Substitute For</kanji>).

交代 (こう<reading>たい</reading>) - If you mix and substitute two people, that's a (change) of personnel, or a (substitution). Perhaps those people are even working in (shifts), so they mix and substitute each other at regular intervals. A <kanji>change</kanji> calls for a <reading>tie</reading> (たい). If you're the new company president, or you're going in to work to start your shift, you'd better make sure you look the part, so get that tie nice and straight.

You'll see this word in pretty diverse contexts, because it can refer to anything from a change of political regime, to the substitution of a player during a match, to factory shifts. The underlying meaning is that one person or group is switched out with another."
566,会,Meet,Meeting,かい,あ,,155,会,Meet,"594, 852","谷, 合",The <radical>meet</radical> radical and the <kanji>meet</kanji> kanji are the same!,"What better way to <kanji>meet</kanji> new people than to start <reading>kay</reading>aking (かい)! Get into your kayak and just float out into the water. You'll eventually bump into someone else in a kayak and boom, you're meeting someone new!",https://www.wanikani.com/kanji/%E4%BC%9A,5,,"<img src=""jisho_strokes_04F1A.png"">",会う (<reading>あ</reading>う) - <kanji>To Meet</kanji>.
583,体,Body,,"たい, てい",からだ,,"75, 50","ｲ, 本","Leader, Book",542,休,"The <radical>leader</radical> has a <radical>book</radical> all about the human <kanji>body</kanji>. Knowing about bodies is a privilege. One that only leaders get—it helps them control all their subjects, like you.",The leader's <kanji>body</kanji> book also taught her about something very body specific: how to tie a <reading>tie</reading> (たい). Ties make her body look professional.,https://www.wanikani.com/kanji/%E4%BD%93,5,,"<img src=""jisho_strokes_04F53.png"">","You have your <kanji>body</kanji>. It's nice - looking good! What would really mess up someone's body? It would be a <reading>car raider</reading> (からだ). I'm talking about a dude who is a raider of some kind driving a car. If he runs into someone's body, they're done for, so watch out for the car raider."
582,何,What,,か,"なに, なん",,"75, 113","ｲ, 可","Leader, Lip Ring","2255, 973, 1306, 568, 1656, 1775, 1049, 943, 2116, 1053, 1066, 1498, 611, 8990","阿, 荷, 河, 同, 旬, 伺, 可, 司, 洞, 句, 詞, 飼, 向, 苛","Our <radical>leader</radical> has a <radical>lip ring</radical>. Wait, our leader has a lip ring? <kanji>WHAT</kanji>??","<kanji>WHAT</kanji>?! <reading>NANI</reading>?! <reading>NAN</reading> DESU KA?!

~~~ The leader with his lip ring is now eating some <reading>naan</reading> (なん) and curry. It's delicious, of course... but then he gets it caught on his lip ring, and tears half his lip off. He screams: ""<reading>Nannnnn eeeeeeeeeehhh</reading>!!"" (なに) in anger at the naan and curry.",https://www.wanikani.com/kanji/%E4%BD%95,5,,"<img src=""jisho_strokes_04F55.png"">","幾何学 (きか<reading>が</reading>く) is geometry. For 何, it's like WHAT is the geometry of the <reading>car</reading>?"
584,作,Make,,"さく, さ",つく,,"75, 122","ｲ, 乍","Leader, Key","2321, 1604, 947","搾, 酢, 昨","The <radical>leader</radical>'s <radical>key</radical> is the key that <kanji>make</kanji>s all the other keys. It's sort of like the one ring to rule them all, the one ring to bind them... except with keys.","The leader <kanji>make</kanji>s all the keys and puts them in a <reading>sack</reading> (さく) to distribute them to the underlings, who then cut them into shape with a <reading>saw</reading> (さ).",https://www.wanikani.com/kanji/%E4%BD%9C,5,,"<img src=""jisho_strokes_04F5C.png"">",作る (<reading>つく</reading>る) - <kanji>To Make</kanji>. You make something and you think it's way <reading>too cool</reading> (つく) for the general public to see. You're too awesome.
515,兄,Older Brother,"Big Brother, Elder Brother, Big Bro","きょう, けい","あに, にい",,"16, 28","口, 儿","Mouth, Legs",,,"Who's someone who's just a <radical>mouth</radical> with <radical>legs</radical>? That's your know-it-all <kanji>older brother</kanji>, who won't shut up about anything.","You wish you could box your loud-mouth <kanji>older brother</kanji> up and send him far away to <reading>きょう</reading>と. きょうと is super far away from where you currently live, so just ship your older bro off so he can never bother you again.",https://www.wanikani.com/kanji/%E5%85%84,5,,"<img src=""jisho_strokes_05144.png"">","Some other ways to say <kanji>older brother</kanji> are <reading>あに</reading> and お<reading>にい</reading>さん. You see a <reading>knee</reading> (に) coming, boom you block it."
567,光,Light,"Shine, Flash, Sunlight, Twinkle",こう,"ひかり, ひか",,"8765, 101","⺌, 兀","Triceratops, Pi",,,"You see a <radical>triceratops</radical> in the distance. But, it's odd. It's perfectly <radical>pi</radical> shaped (that is, circular, like a pie). Some kind of piceratops, if you will. The reason they are this shape is because they want to absorb as much <kanji>light</kanji> as possible. They evolved to be round so they don't have any corners casting a shadow.","As you watch this majestic beast absorbing <kanji>light</kanji>, suddenly <reading>こう</reading>いち burst out from the wilderness. He wants to join this piceratops and absorb the light too.",https://www.wanikani.com/kanji/%E5%85%89,5,,"<img src=""jisho_strokes_05149.png"">","光 (<reading>ひかり</reading>) - <kanji>Light</kanji>.

光る (<reading>ひか</reading>る) - <kanji>To Shine</kanji>.

This is the more general word for light compared to 明かり, which is why it's often used for sunlight as well."
568,同,Same,,どう,おな,,"121, 1","冋, 一","Mustache, Ground","1656, 1053, 1775, 1049, 943, 1066, 1498, 611, 582, 2116, 2255, 973, 1306, 1607, 2009, 8990","旬, 句, 伺, 可, 司, 詞, 飼, 向, 何, 洞, 阿, 荷, 河, 銅, 胴, 苛","There's a <radical>mustache</radical> on the <radical>ground</radical>. Upon closer inspection, you see that the mustache on the ground is exactly the <kanji>same</kanji> as yours!","When we need to remember the reading どう, we use the word ""doughnut"".

While this is already strange enough, you notice something stranger. Over a couple feet away is a <reading>dou</reading>ghnut (どう) who also has the <kanji>same</kanji> mustache as you (and the one that fell on the ground). The doughnut looks at you for a moment, then scampers off. This doughnut must be a mutant because normally doughnuts don't move.

You want to eat a <reading>dou</reading>ghnut (どう) after thinking about why your mustache is on the ground.",https://www.wanikani.com/kanji/%E5%90%8C,5,,"<img src=""jisho_strokes_0540C.png"">","同じ (<reading>おな</reading>じ) - When you think of the word ""<kanji>same</kanji>"" think same <reading>owne</reading>r (おな). You're looking at a restaurant that has a sign that says, ""New owners!"" However, when you walk in you see it's the same owner you remember from before. What?!"
569,回,Times,"Revolve, Number Of Times, Time, Counter For Times, Times Counter",かい,まわ,,16,口,Mouth,,,"There's a <radical>mouth</radical> inside a <radical>mouth</radical>. But if you look even closer (not actually, but we're pretending), you can see another mouth inside that mouth... and another one inside of that one! It keeps going and going. Can you count the number of <kanji>times</kanji> there's a mouth inside a mouth? This kanji also means <kanji>revolve</kanji> too. Think of each ""time"" a thing happens, it loops back around and comes back to the beginning, revolving around again another time.","If you're having a hard time wrapping your head around the infinite number of <kanji>times</kanji> these mouths <kanji>revolve</kanji>, just picture yourself in a little <reading>kay</reading>ak (かい) going around and down through the mouths.",https://www.wanikani.com/kanji/%E5%9B%9E,5,,"<img src=""jisho_strokes_056DE.png"">","You have a bag of walnuts but you trip and drop them all on the ground. You shout, ""<reading>Mah Wa</reading>lnuts! (まわ)"" as they start to revolve around you on the ground. Picture your walnuts going around you, getting all dirty.

回す (<kanji>To Turn Something</kanji>) vs. 回る (<kanji>To Revolve</kanji>)"
